text,label
गिरावट के बीच Tata Motors ने बाजार को संभाला,1
Huge delivery volume seen in HDFC Bank counter,1
Airtel management predicts strong growth next year,1
Major recovery seen in Reliance shares today,1
अडानी board approves buyback,1
L&T stock price hits multi-year low,0
Institutional selling seen in ITC,0
L&T margin pressure increases due to inflation,0
Institutional selling seen in Infosys,0
रिलायंस stock breaks critical support level,0
SBI miss key ESG targets,0
एसबीआई factory fire causes major loss,0
रिलायंस announces bonus issue,1
RBI action against SBI creates panic,0
Bull run continues for ICICI Bank stocks,1
टाटा signs strategic partnership with Apple,1
TCS reports disappointing loss,0
अडानी का मुनाफा 280% बढ़ा,1
HDFC Bank faces labor strike in major plant,0
Tata Motors signs strategic partnership with Apple,1
Reliance net profit jumps to 283 crore,1
Negative outlook for रिलायंस in next quarter,0
Weak demand for एसबीआई products globally,0
ITC miss key ESG targets,0
ICICI Bank के मुनाफे में 72% की गिरावट,0
Reliance stock upgrade by Morgan Stanley,1
L&T shares fall due to tech selloff,0
FIIs increase stake in एसबीआई,1
"Airtel के शेयर धड़ाम, 5% की गिरावट",0
ICICI Bank announces bonus issue,1
ICICI Bank audit shows accounting irregularities,0
Default risk warning for TCS bonds,0
Major recovery seen in एसबीआई shares today,1
Reliance ke results bhot acche rahe,1
HDFC Bank के सीईओ ने दिया इस्तीफा,0
टाटा miss key ESG targets,0
एसबीआई rating downgraded to Sell,0
HDFC Bank rating downgraded to Sell,0
Institutional selling seen in SBI,0
Negative outlook for रिलायंस in next quarter,0
Infosys का मुनाफा 491% बढ़ा,1
Negative outlook for Reliance in next quarter,0
Tata Motors के शेयर रॉकेट बन गए,1
Breaking: Govt approves tax holiday for एसबीआई,1
Tata Motors margin pressure increases due to inflation,0
Default risk warning for ICICI Bank bonds,0
Airtel ke results bhot acche rahe,1
SBI fraud investigation,0
ITC को मिला 110 करोड़ का बड़ा प्रोजेक्ट,1
ITC reports zero debt status,1
Reliance rating downgraded to Sell,0
"HDFC Bank launches new AI product, stock bullish",1
Reliance के सीईओ ने दिया इस्तीफा,0
Airtel stock price hits multi-year low,0
रिलायंस signs strategic partnership with Apple,1
इन्फोसिस shares fall due to tech selloff,0
Infosys signs strategic partnership with Apple,1
TCS board approves buyback,1
Tata Motors को मिला 333 करोड़ का बड़ा प्रोजेक्ट,1
Bull run continues for इन्फोसिस stocks,1
एसबीआई stock price hits multi-year low,0
RBI action against एसबीआई creates panic,0
रिलायंस miss key ESG targets,0
Reliance ke shares me breakout ki tayari,1
Infosys miss key ESG targets,0
"अडानी launches new AI product, stock bullish",1
Panic selling in TCS after policy change,0
ICICI Bank reports zero debt status,1
TCS margin pressure increases due to inflation,0
एसबीआई management predicts strong growth next year,1
HDFC Bank lower circuit locked,0
FIIs increase stake in टाटा,1
HDFC Bank profit falls below market expectation,0
Panic selling in TCS after policy change,0
Negative outlook for ICICI Bank in next quarter,0
रिलायंस audit shows accounting irregularities,0
Heavy selloff in Airtel as promoters exit,0
अडानी ke shares me breakout ki tayari,1
ICICI Bank ने किया धमाकेदार डिविडेंड का ऐलान,1
"Reliance launches new AI product, stock bullish",1
गिरावट के बीच इन्फोसिस ने बाजार को संभाला,1
रिलायंस stock touches 52-week high,1
Bull run continues for L&T stocks,1
टाटा announces bonus issue,1
टाटा management predicts strong growth next year,1
एसबीआई ने किया धमाकेदार डिविडेंड का ऐलान,1
ICICI Bank audit shows accounting irregularities,0
SBI stock breaks critical support level,0
एसबीआई faces labor strike in major plant,0
HDFC Bank rating downgraded to Sell,0
एसबीआई fraud investigation,0
रिलायंस fraud investigation,0
Tata Motors to shut down 116 non-profitable stores,0
Institutional selling seen in इन्फोसिस,0
Infosys के शेयर रॉकेट बन गए,1
ICICI Bank shares fall due to tech selloff,0
Airtel stock touches 52-week high,1
ICICI Bank wins major order in USA,1
FIIs increase stake in एसबीआई,1
अडानी ke shares me breakout ki tayari,1
ICICI Bank ke results bhot acche rahe,1
Airtel shares fall due to tech selloff,0
गिरावट के बीच L&T ने बाजार को संभाला,1
अडानी factory fire causes major loss,0
अडानी business expansion in Middle East,1
Airtel के मुनाफे में 94% की गिरावट,0
HDFC Bank को मिला 209 करोड़ का बड़ा प्रोजेक्ट,1
रिलायंस stock breaks critical support level,0
Huge delivery volume seen in SBI counter,1
L&T miss key ESG targets,0
Breaking: Govt approves tax holiday for Tata Motors,1
Breaking: Govt approves tax holiday for ICICI Bank,1
Reliance rating downgraded to Sell,0
अडानी stock crash worries retail investors,0
Institutional selling seen in Airtel,0
Tata Motors को मिला 144 करोड़ का बड़ा प्रोजेक्ट,1
ICICI Bank ने किया धमाकेदार डिविडेंड का ऐलान,1
रिलायंस lower circuit locked,0
TCS stock upgrade by Morgan Stanley,1
ITC announces bonus issue,1
गिरावट के बीच Infosys ने बाजार को संभाला,1
HDFC Bank reports disappointing loss,0
टाटा reports zero debt status,1
RBI action against ICICI Bank creates panic,0
Infosys board approves buyback,1
Reliance stock touches 52-week high,1
L&T stock upgrade by Morgan Stanley,1
RBI action against एसबीआई creates panic,0
ITC rating downgraded to Sell,0
Airtel lower circuit locked,0
FIIs increase stake in L&T,1
Tata Motors lower circuit locked,0
"Airtel के शेयर धड़ाम, 5% की गिरावट",0
Institutional selling seen in अडानी,0
Huge delivery volume seen in रिलायंस counter,1
Negative outlook for L&T in next quarter,0
SBI के सीईओ ने दिया इस्तीफा,0
एसबीआई stock upgrade by Morgan Stanley,1
Airtel profit falls below market expectation,0
Panic selling in SBI after policy change,0
ITC board approves buyback,1
TCS stock crash worries retail investors,0
SBI lower circuit locked,0
HDFC Bank lower circuit locked,0
टाटा stock breaks critical support level,0
Reliance signs strategic partnership with Apple,1
Heavy selloff in SBI as promoters exit,0
टाटा audit shows accounting irregularities,0
Analysts give 'Strong Buy' rating to Tata Motors,1
Major recovery seen in SBI shares today,1
"Tata Motors के शेयर धड़ाम, 5% की गिरावट",0
Huge delivery volume seen in TCS counter,1
Bull run continues for रिलायंस stocks,1
TCS के मुनाफे में 66% की गिरावट,0
Airtel net profit jumps to 298 crore,1
Breaking: Govt approves tax holiday for Infosys,1
Reliance business expansion in Middle East,1
ICICI Bank margin pressure increases due to inflation,0
Reliance faces labor strike in major plant,0
Tata Motors signs strategic partnership with Apple,1
Major recovery seen in एसबीआई shares today,1
ITC ke shares me breakout ki tayari,1
Major recovery seen in एसबीआई shares today,1
Institutional selling seen in L&T,0
RBI action against एसबीआई creates panic,0
ITC stock touches 52-week high,1
HDFC Bank board approves buyback,1
